Kind,Name,Cyclomatic,RatioCommentToCode,MaxInheritanceTree,CountDeclInstanceMethod,CountDeclMethod,CountClassCoupled,PercentLackOfCohesion,CountDeclClass,CountDeclFile,CountLineCode
Public Method,"sample.data.couchbase.SampleCouchbaseApplication.run",1,0.00,,,,,,,,6
Private Method,"sample.data.couchbase.SampleCouchbaseApplication.saveUser",1,0.00,,,,,,,,7
Public Class,"sample.data.couchbase.SampleCouchbaseApplicationTests",,0.00,1,2,2,12,50,,,30
Private Method,"sample.data.couchbase.SampleCouchbaseApplicationTests.serverNotRunning",3,0.00,,,,,,,,12
Anonymous Class,"sample.data.couchbase.SampleCouchbaseApplicationTests.serverNotRunning.(Anon_1)",,0.00,2,0,0,0,0,,,1
Public Method,"sample.data.couchbase.SampleCouchbaseApplicationTests.testDefaultSettings",3,0.00,,,,,,,,14
Public Class,"sample.data.couchbase.User",,0.00,1,7,7,5,57,,,32
Public Method,"sample.data.couchbase.User.getFirstName",1,0.00,,,,,,,,3
Public Method,"sample.data.couchbase.User.getId",1,0.00,,,,,,,,3
Public Method,"sample.data.couchbase.User.getLastName",1,0.00,,,,,,,,3
Public Method,"sample.data.couchbase.User.setFirstName",1,0.00,,,,,,,,3
Public Method,"sample.data.couchbase.User.setId",1,0.00,,,,,,,,3
Public Method,"sample.data.couchbase.User.setLastName",1,0.00,,,,,,,,3
Public Method,"sample.data.couchbase.User.toString",1,0.00,,,,,,,,5
Public Interface,"sample.data.couchbase.UserRepository",,0.00,2,0,0,1,0,,,3
Package,"sample.data.elasticsearch",,0.51,,19,20,,,6,4,127
Public Class,"sample.data.elasticsearch.Customer",,0.00,1,9,9,4,59,,,36
Public Constructor,"sample.data.elasticsearch.Customer.Customer",1,0.00,,,,,,,,2
Public Constructor,"sample.data.elasticsearch.Customer.Customer",1,0.00,,,,,,,,4
Public Method,"sample.data.elasticsearch.Customer.getFirstName",1,0.00,,,,,,,,3
Public Method,"sample.data.elasticsearch.Customer.getId",1,0.00,,,,,,,,3
Public Method,"sample.data.elasticsearch.Customer.getLastName",1,0.00,,,,,,,,3
Public Method,"sample.data.elasticsearch.Customer.setFirstName",1,0.00,,,,,,,,3
Public Method,"sample.data.elasticsearch.Customer.setId",1,0.00,,,,,,,,3
Public Method,"sample.data.elasticsearch.Customer.setLastName",1,0.00,,,,,,,,3
Public Method,"sample.data.elasticsearch.Customer.toString",1,0.00,,,,,,,,5
Public Interface,"sample.data.elasticsearch.CustomerRepository",,0.00,2,2,2,3,0,,,4
Public Abstract Method,"sample.data.elasticsearch.CustomerRepository.findByFirstName",0,0.00,,,,,,,,1
Public Abstract Method,"sample.data.elasticsearch.CustomerRepository.findByLastName",0,0.00,,,,,,,,1
Public Class,"sample.data.elasticsearch.SampleElasticsearchApplication",,0.00,1,4,5,8,20,,,37
Private Method,"sample.data.elasticsearch.SampleElasticsearchApplication.fetchAllCustomers",2,0.00,,,,,,,,8
Private Method,"sample.data.elasticsearch.SampleElasticsearchApplication.fetchIndividualCustomers",2,0.00,,,,,,,,10
Public Static Method,"sample.data.elasticsearch.SampleElasticsearchApplication.main",1,0.00,,,,,,,,3
Public Method,"sample.data.elasticsearch.SampleElasticsearchApplication.run",1,0.00,,,,,,,,7
Private Method,"sample.data.elasticsearch.SampleElasticsearchApplication.saveCustomers",1,0.00,,,,,,,,4
Public Class,"sample.data.elasticsearch.SampleElasticsearchApplicationTests",,0.18,1,1,1,9,50,,,28
Static Class,"sample.data.elasticsearch.SampleElasticsearchApplicationTests.SkipOnWindows",,0.00,1,1,1,3,0,,,16
Public Method,"sample.data.elasticsearch.SampleElasticsearchApplicationTests.SkipOnWindows.apply",1,0.00,,,,,,,,14
Anonymous Class,"sample.data.elasticsearch.SampleElasticsearchApplicationTests.SkipOnWindows.apply.(Anon_1)",,0.00,2,2,2,4,0,,,10
Public Method,"sample.data.elasticsearch.SampleElasticsearchApplicationTests.SkipOnWindows.apply.(Anon_1).evaluate",2,0.00,,,,,,,,6
Private Method,"sample.data.elasticsearch.SampleElasticsearchApplicationTests.SkipOnWindows.apply.(Anon_1).runningOnWindows",1,0.00,,,,,,,,3
Public Method,"sample.data.elasticsearch.SampleElasticsearchApplicationTests.testDefaultSettings",1,0.00,,,,,,,,6
Package,"sample.data.gemfire",,0.33,,10,11,,,2,2,132
Public Class,"sample.data.gemfire.SampleDataGemFireApplication",,0.13,1,6,7,18,71,,,54
Public Constructor,"sample.data.gemfire.SampleDataGemFireApplication.SampleDataGemFireApplication",1,0.00,,,,,,,,4
Public Method,"sample.data.gemfire.SampleDataGemFireApplication.gemfireCache",1,0.00,,,,,,,,7
Public Method,"sample.data.gemfire.SampleDataGemFireApplication.gemfireTransactionManager",1,0.00,,,,,,,,4
Public Method,"sample.data.gemfire.SampleDataGemFireApplication.gemstonesRegion",1,0.00,,,,,,,,11
Public Method,"sample.data.gemfire.SampleDataGemFireApplication.gemstonesRegionAttributes",1,0.00,,,,,,,,8
Private Method,"sample.data.gemfire.SampleDataGemFireApplication.getCacheProperties",1,0.00,,,,,,,,9
Public Static Method,"sample.data.gemfire.SampleDataGemFireApplication.main",1,0.00,,,,,,,,3
Public Class,"sample.data.gemfire.SampleDataGemFireApplicationTests",,0.14,1,4,4,10,75,,,51
Private Method,"sample.data.gemfire.SampleDataGemFireApplicationTests.createGemstone",1,0.00,,,,,,,,3
Private Method,"sample.data.gemfire.SampleDataGemFireApplicationTests.createGemstone",1,0.00,,,,,,,,3
Public Method,"sample.data.gemfire.SampleDataGemFireApplicationTests.gemstonesAppServiceEndpoints",3,0.06,,,,,,,,31
Private Method,"sample.data.gemfire.SampleDataGemFireApplicationTests.getGemstones",2,0.00,,,,,,,,7
Package,"sample.data.gemfire.config",,1.92,,2,2,,,1,1,12
Public Class,"sample.data.gemfire.config.SampleDataGemFireProperties",,0.80,1,2,2,2,0,,,10
Public Method,"sample.data.gemfire.config.SampleDataGemFireProperties.getLogLevel",1,0.00,,,,,,,,3
Public Method,"sample.data.gemfire.config.SampleDataGemFireProperties.setLogLevel",1,0.00,,,,,,,,3
Package,"sample.data.gemfire.domain",,0.39,,10,10,,,1,1,54
Public Class,"sample.data.gemfire.domain.Gemstone",,0.13,1,10,10,7,55,,,48
Public Constructor,"sample.data.gemfire.domain.Gemstone.Gemstone",1,0.00,,,,,,,,2
Public Constructor,"sample.data.gemfire.domain.Gemstone.Gemstone",1,0.00,,,,,,,,3
Public Constructor,"sample.data.gemfire.domain.Gemstone.Gemstone",1,0.00,,,,,,,,4
Public Method,"sample.data.gemfire.domain.Gemstone.equals",3,0.00,,,,,,,,10
Public Method,"sample.data.gemfire.domain.Gemstone.getId",1,0.00,,,,,,,,3
Public Method,"sample.data.gemfire.domain.Gemstone.getName",1,0.00,,,,,,,,3
Public Method,"sample.data.gemfire.domain.Gemstone.hashCode",1,0.00,,,,,,,,4
Public Method,"sample.data.gemfire.domain.Gemstone.setId",1,0.00,,,,,,,,3
Public Method,"sample.data.gemfire.domain.Gemstone.setName",1,0.00,,,,,,,,3
Public Method,"sample.data.gemfire.domain.Gemstone.toString",1,0.00,,,,,,,,7
Package,"sample.data.gemfire.service",,1.77,,15,15,,,4,4,87
Public Interface,"sample.data.gemfire.service.GemstoneRepository",,2.33,2,1,1,1,0,,,3
Abstract Generic Method,"sample.data.gemfire.service.GemstoneRepository.findByName",0,7.00,,,,,,,,1
Generic Parameter,"sample.data.gemfire.service.GemstoneRepository.findByName.T",,,0,0,0,1,0,,,
Public Interface,"sample.data.gemfire.service.GemstoneService",,4.14,0,5,5,4,0,,,7
Abstract Method,"sample.data.gemfire.service.GemstoneService.count",0,4.00,,,,,,,,1
Abstract Method,"sample.data.gemfire.service.GemstoneService.get",0,6.00,,,,,,,,1
Abstract Method,"sample.data.gemfire.service.GemstoneService.get",0,6.00,,,,,,,,1
Abstract Method,"sample.data.gemfire.service.GemstoneService.list",0,7.00,,,,,,,,1
Abstract Method,"sample.data.gemfire.service.GemstoneService.save",0,6.00,,,,,,,,1
Public Class,"sample.data.gemfire.service.GemstoneServiceImpl",,0.70,1,8,8,14,25,,,57
Public Constructor,"sample.data.gemfire.service.GemstoneServiceImpl.GemstoneServiceImpl",1,0.00,,,,,,,,3
Public Method,"sample.data.gemfire.service.GemstoneServiceImpl.count",1,0.80,,,,,,,,5
Public Method,"sample.data.gemfire.service.GemstoneServiceImpl.get",1,1.20,,,,,,,,5
Public Method,"sample.data.gemfire.service.GemstoneServiceImpl.get",1,1.20,,,,,,,,5
Public Method,"sample.data.gemfire.service.GemstoneServiceImpl.init",1,0.00,,,,,,,,4
Public Method,"sample.data.gemfire.service.GemstoneServiceImpl.list",1,1.40,,,,,,,,5
Public Method,"sample.data.gemfire.service.GemstoneServiceImpl.save",1,0.67,,,,,,,,12
Method,"sample.data.gemfire.service.GemstoneServiceImpl.validate",2,0.25,,,,,,,,8
Public Class,"sample.data.gemfire.service.IllegalGemstoneException",,1.00,2,1,1,1,0,,,5
Public Constructor,"sample.data.gemfire.service.IllegalGemstoneException.IllegalGemstoneException",1,0.00,,,,,,,,3
Package,"sample.data.jpa",,0.73,,3,4,,,2,2,52
Public Class,"sample.data.jpa.SampleDataJpaApplication",,0.00,1,0,1,3,0,,,6
Public Static Method,"sample.data.jpa.SampleDataJpaApplication.main",1,0.00,,,,,,,,3
Public Class,"sample.data.jpa.SampleDataJpaApplicationTests",,0.32,1,3,3,13,50,,,25
Public Method,"sample.data.jpa.SampleDataJpaApplicationTests.setUp",1,0.00,,,,,,,,4
Public Method,"sample.data.jpa.SampleDataJpaApplicationTests.testHome",1,0.00,,,,,,,,5
Public Method,"sample.data.jpa.SampleDataJpaApplicationTests.testJmx",1,0.00,,,,,,,,6
Package,"sample.data.jpa.domain",,0.49,,48,48,,,8,8,243
Public Class,"sample.data.jpa.domain.City",,0.00,1,7,7,7,83,,,38
Protected Constructor,"sample.data.jpa.domain.City.City",1,0.00,,,,,,,,2
Public Constructor,"sample.data.jpa.domain.City.City",1,0.00,,,,,,,,5
Public Method,"sample.data.jpa.domain.City.getCountry",1,0.00,,,,,,,,3
Public Method,"sample.data.jpa.domain.City.getMap",1,0.00,,,,,,,,3
Public Method,"sample.data.jpa.domain.City.getName",1,0.00,,,,,,,,3
Public Method,"sample.data.jpa.domain.City.getState",1,0.00,,,,,,,,3
Public Method,"sample.data.jpa.domain.City.toString",1,0.00,,,,,,,,4
Public Class,"sample.data.jpa.domain.Hotel",,0.00,1,6,6,12,83,,,37
Protected Constructor,"sample.data.jpa.domain.Hotel.Hotel",1,0.00,,,,,,,,2
Public Constructor,"sample.data.jpa.domain.Hotel.Hotel",1,0.00,,,,,,,,4
Public Method,"sample.data.jpa.domain.Hotel.getAddress",1,0.00,,,,,,,,3
Public Method,"sample.data.jpa.domain.Hotel.getCity",1,0.00,,,,,,,,3
Public Method,"sample.data.jpa.domain.Hotel.getName",1,0.00,,,,,,,,3
Public Method,"sample.data.jpa.domain.Hotel.getZip",1,0.00,,,,,,,,3
Public Interface,"sample.data.jpa.domain.HotelSummary",,0.00,0,4,4,4,0,,,8
Abstract Method,"sample.data.jpa.domain.HotelSummary.getAverageRating",0,0.00,,,,,,,,1
Method,"sample.data.jpa.domain.HotelSummary.getAverageRatingRounded",2,0.00,,,,,,,,3
Abstract Method,"sample.data.jpa.domain.HotelSummary.getCity",0,0.00,,,,,,,,1
Abstract Method,"sample.data.jpa.domain.HotelSummary.getName",0,0.00,,,,,,,,1
Public Enum Type,"sample.data.jpa.domain.Rating",,0.00,1,2,2,1,,,,3
Public Implicit Method,"sample.data.jpa.domain.Rating.valueOf",,0.00,,,,,,,,
Public Implicit Method,"sample.data.jpa.domain.Rating.values",,0.00,,,,,,,,
Public Interface,"sample.data.jpa.domain.RatingCount",,0.00,0,2,2,1,0,,,4
Abstract Method,"sample.data.jpa.domain.RatingCount.getCount",0,0.00,,,,,,,,1
Abstract Method,"sample.data.jpa.domain.RatingCount.getRating",0,0.00,,,,,,,,1
Public Class,"sample.data.jpa.domain.Review",,0.00,1,14,14,17,83,,,73
Protected Constructor,"sample.data.jpa.domain.Review.Review",1,0.00,,,,,,,,2
Public Constructor,"sample.data.jpa.domain.Review.Review",1,0.00,,,,,,,,11
Public Method,"sample.data.jpa.domain.Review.getCheckInDate",1,0.00,,,,,,,,3
Public Method,"sample.data.jpa.domain.Review.getDetails",1,0.00,,,,,,,,3
Public Method,"sample.data.jpa.domain.Review.getHotel",1,0.00,,,,,,,,3
Public Method,"sample.data.jpa.domain.Review.getIndex",1,0.00,,,,,,,,3
Public Method,"sample.data.jpa.domain.Review.getRating",1,0.00,,,,,,,,3
Public Method,"sample.data.jpa.domain.Review.getTitle",1,0.00,,,,,,,,3
Public Method,"sample.data.jpa.domain.Review.getTripType",1,0.00,,,,,,,,3
Public Method,"sample.data.jpa.domain.Review.setCheckInDate",1,0.00,,,,,,,,3
Public Method,"sample.data.jpa.domain.Review.setDetails",1,0.00,,,,,,,,3
Public Method,"sample.data.jpa.domain.Review.setRating",1,0.00,,,,,,,,3
Public Method,"sample.data.jpa.domain.Review.setTitle",1,0.00,,,,,,,,3
Public Method,"sample.data.jpa.domain.Review.setTripType",1,0.00,,,,,,,,3
Public Class,"sample.data.jpa.domain.ReviewDetails",,0.00,1,11,11,4,82,,,40
Public Constructor,"sample.data.jpa.domain.ReviewDetails.ReviewDetails",1,0.00,,,,,,,,2
Public Method,"sample.data.jpa.domain.ReviewDetails.getCheckInDate",1,0.00,,,,,,,,3
Public Method,"sample.data.jpa.domain.ReviewDetails.getDetails",1,0.00,,,,,,,,3
Public Method,"sample.data.jpa.domain.ReviewDetails.getRating",1,0.00,,,,,,,,3
Public Method,"sample.data.jpa.domain.ReviewDetails.getTitle",1,0.00,,,,,,,,3
Public Method,"sample.data.jpa.domain.ReviewDetails.getTripType",1,0.00,,,,,,,,3
Public Method,"sample.data.jpa.domain.ReviewDetails.setCheckInDate",1,0.00,,,,,,,,3
Public Method,"sample.data.jpa.domain.ReviewDetails.setDetails",1,0.00,,,,,,,,3
Public Method,"sample.data.jpa.domain.ReviewDetails.setRating",1,0.00,,,,,,,,3
Public Method,"sample.data.jpa.domain.ReviewDetails.setTitle",1,0.00,,,,,,,,3
Public Method,"sample.data.jpa.domain.ReviewDetails.setTripType",1,0.00,,,,,,,,3
Public Enum Type,"sample.data.jpa.domain.TripType",,0.00,1,2,2,1,,,,3
Public Implicit Method,"sample.data.jpa.domain.TripType.valueOf",,0.00,,,,,,,,
Public Implicit Method,"sample.data.jpa.domain.TripType.values",,0.00,,,,,,,,
Package,"sample.data.jpa.service",,0.66,,36,36,,,12,11,264
Interface,"sample.data.jpa.service.CityRepository",,0.00,2,3,3,4,0,,,6
Abstract Method,"sample.data.jpa.service.CityRepository.findAll",0,0.00,,,,,,,,1
Abstract Method,"sample.data.jpa.service.CityRepository.findByNameAndCountryAllIgnoringCase",0,0.00,,,,,,,,1
Abstract Method,"sample.data.jpa.service.CityRepository.findByNameContainingAndCountryContainingAllIgnoringCase",0,0.00,,,,,,,,2
Public Class,"sample.data.jpa.service.CityRepositoryIntegrationTests",,0.45,1,1,1,7,0,,,11
Public Method,"sample.data.jpa.service.CityRepositoryIntegrationTests.findsFirstPageOfCities",1,0.00,,,,,,,,5
Public Class,"sample.data.jpa.service.CitySearchCriteria",,0.00,1,4,4,2,25,,,16
Public Constructor,"sample.data.jpa.service.CitySearchCriteria.CitySearchCriteria",1,0.00,,,,,,,,2
Public Constructor,"sample.data.jpa.service.CitySearchCriteria.CitySearchCriteria",1,0.00,,,,,,,,4
Public Method,"sample.data.jpa.service.CitySearchCriteria.getName",1,0.00,,,,,,,,3
Public Method,"sample.data.jpa.service.CitySearchCriteria.setName",1,0.00,,,,,,,,3
Public Interface,"sample.data.jpa.service.CityService",,0.00,0,3,3,5,0,,,5
Abstract Method,"sample.data.jpa.service.CityService.findCities",0,0.00,,,,,,,,1
Abstract Method,"sample.data.jpa.service.CityService.getCity",0,0.00,,,,,,,,1
Abstract Method,"sample.data.jpa.service.CityService.getHotels",0,0.00,,,,,,,,1
Class,"sample.data.jpa.service.CityServiceImpl",,0.00,1,4,4,12,38,,,39
Public Constructor,"sample.data.jpa.service.CityServiceImpl.CityServiceImpl",1,0.00,,,,,,,,5
Public Method,"sample.data.jpa.service.CityServiceImpl.findCities",3,0.00,,,,,,,,17
Public Method,"sample.data.jpa.service.CityServiceImpl.getCity",1,0.00,,,,,,,,6
Public Method,"sample.data.jpa.service.CityServiceImpl.getHotels",1,0.00,,,,,,,,5
Interface,"sample.data.jpa.service.HotelRepository",,0.00,2,3,3,7,0,,,9
Abstract Method,"sample.data.jpa.service.HotelRepository.findByCity",0,0.00,,,,,,,,3
Abstract Method,"sample.data.jpa.service.HotelRepository.findByCityAndName",0,0.00,,,,,,,,1
Abstract Method,"sample.data.jpa.service.HotelRepository.findRatingCounts",0,0.00,,,,,,,,3
Public Class,"sample.data.jpa.service.HotelRepositoryIntegrationTests",,0.21,1,1,1,13,0,,,24
Public Method,"sample.data.jpa.service.HotelRepositoryIntegrationTests.executesQueryMethodsCorrectly",1,0.00,,,,,,,,16
Public Interface,"sample.data.jpa.service.HotelService",,0.00,0,5,5,8,0,,,7
Abstract Method,"sample.data.jpa.service.HotelService.addReview",0,0.00,,,,,,,,1
Abstract Method,"sample.data.jpa.service.HotelService.getHotel",0,0.00,,,,,,,,1
Abstract Method,"sample.data.jpa.service.HotelService.getReview",0,0.00,,,,,,,,1
Abstract Method,"sample.data.jpa.service.HotelService.getReviewSummary",0,0.00,,,,,,,,1
Abstract Method,"sample.data.jpa.service.HotelService.getReviews",0,0.00,,,,,,,,1
Class,"sample.data.jpa.service.HotelServiceImpl",,0.00,1,6,6,16,42,,,51
Public Constructor,"sample.data.jpa.service.HotelServiceImpl.HotelServiceImpl",1,0.00,,,,,,,,5
Private Static Class,"sample.data.jpa.service.HotelServiceImpl.ReviewsSummaryImpl",,0.00,1,2,2,7,0,,,14
Public Constructor,"sample.data.jpa.service.HotelServiceImpl.ReviewsSummaryImpl.ReviewsSummaryImpl",2,0.00,,,,,,,,6
Public Method,"sample.data.jpa.service.HotelServiceImpl.ReviewsSummaryImpl.getNumberOfReviewsWithRating",2,0.00,,,,,,,,5
Public Method,"sample.data.jpa.service.HotelServiceImpl.addReview",1,0.00,,,,,,,,5
Public Method,"sample.data.jpa.service.HotelServiceImpl.getHotel",1,0.00,,,,,,,,6
Public Method,"sample.data.jpa.service.HotelServiceImpl.getReview",1,0.00,,,,,,,,5
Public Method,"sample.data.jpa.service.HotelServiceImpl.getReviewSummary",1,0.00,,,,,,,,5
Public Method,"sample.data.jpa.service.HotelServiceImpl.getReviews",1,0.00,,,,,,,,5
Interface,"sample.data.jpa.service.ReviewRepository",,0.00,2,3,3,4,0,,,5
Abstract Method,"sample.data.jpa.service.ReviewRepository.findByHotel",0,0.00,,,,,,,,1
Abstract Method,"sample.data.jpa.service.ReviewRepository.findByHotelAndIndex",0,0.00,,,,,,,,1
Abstract Method,"sample.data.jpa.service.ReviewRepository.save",0,0.00,,,,,,,,1
Public Interface,"sample.data.jpa.service.ReviewsSummary",,0.00,0,1,1,1,0,,,3
Abstract Method,"sample.data.jpa.service.ReviewsSummary.getNumberOfReviewsWithRating",0,0.00,,,,,,,,1
Package,"sample.data.jpa.web",,0.83,,1,1,,,1,1,18
Public Class,"sample.data.jpa.web.SampleController",,0.00,1,1,1,8,0,,,11
Public Method,"sample.data.jpa.web.SampleController.helloWorld",1,0.00,,,,,,,,6
Package,"sample.data.ldap",,1.02,,5,6,,,4,4,66
Public Class,"sample.data.ldap.Person",,0.00,1,1,1,6,0,,,11
Public Method,"sample.data.ldap.Person.toString",1,0.00,,,,,,,,4
Public Interface,"sample.data.ldap.PersonRepository",,0.00,2,1,1,2,0,,,3
Abstract Method,"sample.data.ldap.PersonRepository.findByPhone",0,0.00,,,,,,,,1
Public Class,"sample.data.ldap.SampleLdapApplication",,0.09,1,2,3,7,33,,,22
Public Constructor,"sample.data.ldap.SampleLdapApplication.SampleLdapApplication",1,0.00,,,,,,,,3
Public Static Method,"sample.data.ldap.SampleLdapApplication.main",1,0.00,,,,,,,,3
Public Method,"sample.data.ldap.SampleLdapApplication.run",2,0.17,,,,,,,,12
Public Class,"sample.data.ldap.SampleLdapApplicationTests",,0.45,1,1,1,7,0,,,11
Public Method,"sample.data.ldap.SampleLdapApplicationTests.testDefaultSettings",1,0.00,,,,,,,,5
Package,"sample.data.mongo",,0.88,,7,8,,,4,4,78
Public Class,"sample.data.mongo.Customer",,0.00,1,3,3,3,44,,,17
Public Constructor,"sample.data.mongo.Customer.Customer",1,0.00,,,,,,,,2
Public Constructor,"sample.data.mongo.Customer.Customer",1,0.00,,,,,,,,4
Public Method,"sample.data.mongo.Customer.toString",1,0.00,,,,,,,,5
Public Interface,"sample.data.mongo.CustomerRepository",,0.00,2,2,2,3,0,,,4
Abstract Method,"sample.data.mongo.CustomerRepository.findByFirstName",0,0.00,,,,,,,,1
Abstract Method,"sample.data.mongo.CustomerRepository.findByLastName",0,0.00,,,,,,,,1
Public Class,"sample.data.mongo.SampleMongoApplication",,0.11,1,1,2,8,50,,,28
Public Static Method,"sample.data.mongo.SampleMongoApplication.main",1,0.00,,,,,,,,3
Public Method,"sample.data.mongo.SampleMongoApplication.run",3,0.15,,,,,,,,20
Public Class,"sample.data.mongo.SampleMongoApplicationTests",,0.55,1,1,1,7,0,,,11
Public Method,"sample.data.mongo.SampleMongoApplicationTests.testDefaultSettings",1,0.00,,,,,,,,5
Package,"sample.data.neo4j",,0.74,,8,9,,,4,4,92
Public Class,"sample.data.neo4j.Customer",,0.00,1,3,3,5,44,,,18
Public Constructor,"sample.data.neo4j.Customer.Customer",1,0.00,,,,,,,,2
Public Constructor,"sample.data.neo4j.Customer.Customer",1,0.00,,,,,,,,4
Public Method,"sample.data.neo4j.Customer.toString",1,0.00,,,,,,,,5
Public Interface,"sample.data.neo4j.CustomerRepository",,0.00,2,2,2,3,0,,,4
Public Abstract Method,"sample.data.neo4j.CustomerRepository.findByFirstName",0,0.00,,,,,,,,1
Public Abstract Method,"sample.data.neo4j.CustomerRepository.findByLastName",0,0.00,,,,,,,,1
Public Class,"sample.data.neo4j.SampleNeo4jApplication",,0.11,1,1,2,8,50,,,28
Public Static Method,"sample.data.neo4j.SampleNeo4jApplication.main",1,0.00,,,,,,,,3
Public Method,"sample.data.neo4j.SampleNeo4jApplication.run",3,0.15,,,,,,,,20
Public Class,"sample.data.neo4j.SampleNeo4jApplicationTests",,0.20,1,2,2,8,50,,,25
Private Method,"sample.data.neo4j.SampleNeo4jApplicationTests.neo4jServerRunning",2,0.00,,,,,,,,7
Public Method,"sample.data.neo4j.SampleNeo4jApplicationTests.testDefaultSettings",3,0.00,,,,,,,,14
Package,"sample.data.redis",,0.67,,3,4,,,2,2,54
Public Class,"sample.data.redis.SampleRedisApplication",,0.06,1,1,2,8,50,,,17
Public Static Method,"sample.data.redis.SampleRedisApplication.main",1,0.33,,,,,,,,3
Public Method,"sample.data.redis.SampleRedisApplication.run",2,0.00,,,,,,,,9
Public Class,"sample.data.redis.SampleRedisApplicationTests",,0.21,1,2,2,8,50,,,24
Private Method,"sample.data.redis.SampleRedisApplicationTests.redisServerRunning",2,0.00,,,,,,,,7
Public Method,"sample.data.redis.SampleRedisApplicationTests.testDefaultSettings",3,0.00,,,,,,,,13
Package,"sample.data.rest",,0.63,,4,5,,,2,2,59
Public Class,"sample.data.rest.SampleDataRestApplication",,0.00,1,0,1,3,0,,,6
Public Static Method,"sample.data.rest.SampleDataRestApplication.main",1,0.00,,,,,,,,3
Public Class,"sample.data.rest.SampleDataRestApplicationTests",,0.22,1,4,4,10,38,,,32
Public Method,"sample.data.rest.SampleDataRestApplicationTests.findByContaining",1,0.00,,,,,,,,7
Public Method,"sample.data.rest.SampleDataRestApplicationTests.findByNameAndCountry",1,0.00,,,,,,,,8
Public Method,"sample.data.rest.SampleDataRestApplicationTests.setUp",1,0.00,,,,,,,,4
Public Method,"sample.data.rest.SampleDataRestApplicationTests.testHome",1,0.00,,,,,,,,5
Package,"sample.data.rest.domain",,0.34,,13,13,,,2,2,87
Public Class,"sample.data.rest.domain.City",,0.00,1,7,7,7,83,,,38
Protected Constructor,"sample.data.rest.domain.City.City",1,0.00,,,,,,,,2
Public Constructor,"sample.data.rest.domain.City.City",1,0.00,,,,,,,,5
Public Method,"sample.data.rest.domain.City.getCountry",1,0.00,,,,,,,,3
Public Method,"sample.data.rest.domain.City.getMap",1,0.00,,,,,,,,3
Public Method,"sample.data.rest.domain.City.getName",1,0.00,,,,,,,,3
Public Method,"sample.data.rest.domain.City.getState",1,0.00,,,,,,,,3
Public Method,"sample.data.rest.domain.City.toString",1,0.00,,,,,,,,4
Public Class,"sample.data.rest.domain.Hotel",,0.00,1,6,6,9,80,,,35
Protected Constructor,"sample.data.rest.domain.Hotel.Hotel",1,0.00,,,,,,,,2
Public Constructor,"sample.data.rest.domain.Hotel.Hotel",1,0.00,,,,,,,,4
Public Method,"sample.data.rest.domain.Hotel.getAddress",1,0.00,,,,,,,,3
Public Method,"sample.data.rest.domain.Hotel.getCity",1,0.00,,,,,,,,3
Public Method,"sample.data.rest.domain.Hotel.getName",1,0.00,,,,,,,,3
Public Method,"sample.data.rest.domain.Hotel.getZip",1,0.00,,,,,,,,3
Package,"sample.data.rest.service",,0.85,,10,10,,,4,4,78
Interface,"sample.data.rest.service.CityRepository",,0.00,2,2,2,6,0,,,8
Abstract Method,"sample.data.rest.service.CityRepository.findByNameAndCountryAllIgnoringCase",0,0.00,,,,,,,,2
Abstract Method,"sample.data.rest.service.CityRepository.findByNameContainingAndCountryContainingAllIgnoringCase",0,0.00,,,,,,,,3
Public Class,"sample.data.rest.service.CityRepositoryIntegrationTests",,0.24,1,3,3,8,0,,,25
Public Method,"sample.data.rest.service.CityRepositoryIntegrationTests.findByNameAndCountry",1,0.00,,,,,,,,7
Public Method,"sample.data.rest.service.CityRepositoryIntegrationTests.findContaining",1,0.00,,,,,,,,7
Public Method,"sample.data.rest.service.CityRepositoryIntegrationTests.findsFirstPageOfCities",1,0.00,,,,,,,,5
Public Class,"sample.data.rest.service.CitySearchCriteria",,0.00,1,4,4,2,25,,,16
Public Constructor,"sample.data.rest.service.CitySearchCriteria.CitySearchCriteria",1,0.00,,,,,,,,2
Public Constructor,"sample.data.rest.service.CitySearchCriteria.CitySearchCriteria",1,0.00,,,,,,,,4
Public Method,"sample.data.rest.service.CitySearchCriteria.getName",1,0.00,,,,,,,,3
Public Method,"sample.data.rest.service.CitySearchCriteria.setName",1,0.00,,,,,,,,3
Interface,"sample.data.rest.service.HotelRepository",,0.00,2,1,1,4,0,,,4
Abstract Method,"sample.data.rest.service.HotelRepository.findByCityAndName",0,0.00,,,,,,,,1
Package,"sample.data.solr",,0.47,,17,18,,,5,4,133
Public Class,"sample.data.solr.Product",,0.00,1,13,13,8,74,,,56
Public Constructor,"sample.data.solr.Product.Product",1,0.00,,,,,,,,2
Public Constructor,"sample.data.solr.Product.Product",1,0.00,,,,,,,,5
Public Method,"sample.data.solr.Product.getCategory",1,0.00,,,,,,,,3
Public Method,"sample.data.solr.Product.getId",1,0.00,,,,,,,,3
Public Method,"sample.data.solr.Product.getLocation",1,0.00,,,,,,,,3
Public Method,"sample.data.solr.Product.getName",1,0.00,,,,,,,,3
Public Method,"sample.data.solr.Product.getPrice",1,0.00,,,,,,,,3
Public Method,"sample.data.solr.Product.setCategory",1,0.00,,,,,,,,3
Public Method,"sample.data.solr.Product.setId",1,0.00,,,,,,,,3
Public Method,"sample.data.solr.Product.setLocation",1,0.00,,,,,,,,3
