Kind,Name,Cyclomatic,RatioCommentToCode,MaxInheritanceTree,CountDeclInstanceMethod,CountDeclMethod,CountClassCoupled,PercentLackOfCohesion,CountDeclClass,CountDeclFile,CountLineCode
Public Method,"org.springframework.boot.actuate.health.MailHealthIndicatorTests.smtpIsDown",1,0.00,,,,,,,,11
Public Method,"org.springframework.boot.actuate.health.MailHealthIndicatorTests.smtpIsUp",1,0.00,,,,,,,,7
Public Class,"org.springframework.boot.actuate.health.MongoHealthIndicator",,0.58,2,2,2,6,0,,,12
Public Constructor,"org.springframework.boot.actuate.health.MongoHealthIndicator.MongoHealthIndicator",1,0.00,,,,,,,,4
Protected Method,"org.springframework.boot.actuate.health.MongoHealthIndicator.doHealthCheck",1,0.00,,,,,,,,5
Public Class,"org.springframework.boot.actuate.health.MongoHealthIndicatorTests",,0.11,1,4,4,17,50,,,46
Public Method,"org.springframework.boot.actuate.health.MongoHealthIndicatorTests.close",2,0.00,,,,,,,,6
Public Method,"org.springframework.boot.actuate.health.MongoHealthIndicatorTests.indicatorExists",1,0.00,,,,,,,,12
Public Method,"org.springframework.boot.actuate.health.MongoHealthIndicatorTests.mongoIsDown",1,0.00,,,,,,,,12
Public Method,"org.springframework.boot.actuate.health.MongoHealthIndicatorTests.mongoIsUp",1,0.00,,,,,,,,13
Public Class,"org.springframework.boot.actuate.health.OrderedHealthAggregator",,0.63,2,4,4,9,50,,,43
Public Constructor,"org.springframework.boot.actuate.health.OrderedHealthAggregator.OrderedHealthAggregator",1,1.00,,,,,,,,3
Private Class,"org.springframework.boot.actuate.health.OrderedHealthAggregator.StatusComparator",,0.25,1,2,2,3,0,,,12
Constructor,"org.springframework.boot.actuate.health.OrderedHealthAggregator.StatusComparator.StatusComparator",1,0.00,,,,,,,,3
Public Method,"org.springframework.boot.actuate.health.OrderedHealthAggregator.StatusComparator.compare",3,0.00,,,,,,,,6
Protected Method,"org.springframework.boot.actuate.health.OrderedHealthAggregator.aggregateStatus",4,0.21,,,,,,,,14
Public Method,"org.springframework.boot.actuate.health.OrderedHealthAggregator.setStatusOrder",1,1.00,,,,,,,,4
Public Method,"org.springframework.boot.actuate.health.OrderedHealthAggregator.setStatusOrder",2,0.57,,,,,,,,7
Public Class,"org.springframework.boot.actuate.health.OrderedHealthAggregatorTests",,0.09,1,5,5,11,0,,,53
Public Method,"org.springframework.boot.actuate.health.OrderedHealthAggregatorTests.customOrder",1,0.00,,,,,,,,12
Public Method,"org.springframework.boot.actuate.health.OrderedHealthAggregatorTests.customOrderWithCustomStatus",1,0.00,,,,,,,,13
Public Method,"org.springframework.boot.actuate.health.OrderedHealthAggregatorTests.defaultOrder",1,0.00,,,,,,,,10
Public Method,"org.springframework.boot.actuate.health.OrderedHealthAggregatorTests.defaultOrderWithCustomStatus",1,0.00,,,,,,,,11
Public Method,"org.springframework.boot.actuate.health.OrderedHealthAggregatorTests.setup",1,0.00,,,,,,,,4
Public Class,"org.springframework.boot.actuate.health.RabbitHealthIndicator",,0.33,2,3,3,6,33,,,21
Public Constructor,"org.springframework.boot.actuate.health.RabbitHealthIndicator.RabbitHealthIndicator",1,0.00,,,,,,,,4
Protected Method,"org.springframework.boot.actuate.health.RabbitHealthIndicator.doHealthCheck",1,0.00,,,,,,,,4
Private Method,"org.springframework.boot.actuate.health.RabbitHealthIndicator.getVersion",1,0.00,,,,,,,,10
Anonymous Class,"org.springframework.boot.actuate.health.RabbitHealthIndicator.getVersion.(Anon_1)",,0.00,2,1,1,5,0,,,7
Public Method,"org.springframework.boot.actuate.health.RabbitHealthIndicator.getVersion.(Anon_1).doInRabbit",1,0.00,,,,,,,,6
Public Class,"org.springframework.boot.actuate.health.RabbitHealthIndicatorTests",,0.25,1,2,2,9,0,,,20
Public Method,"org.springframework.boot.actuate.health.RabbitHealthIndicatorTests.close",2,0.00,,,,,,,,6
Public Method,"org.springframework.boot.actuate.health.RabbitHealthIndicatorTests.indicatorExists",1,0.00,,,,,,,,11
Public Class,"org.springframework.boot.actuate.health.RedisHealthIndicator",,0.26,2,2,2,11,0,,,31
Public Constructor,"org.springframework.boot.actuate.health.RedisHealthIndicator.RedisHealthIndicator",1,0.00,,,,,,,,4
Protected Method,"org.springframework.boot.actuate.health.RedisHealthIndicator.doHealthCheck",2,0.00,,,,,,,,22
Public Class,"org.springframework.boot.actuate.health.RedisHealthIndicatorTests",,0.08,1,5,5,22,60,,,79
Public Method,"org.springframework.boot.actuate.health.RedisHealthIndicatorTests.close",2,0.00,,,,,,,,6
Public Method,"org.springframework.boot.actuate.health.RedisHealthIndicatorTests.indicatorExists",1,0.00,,,,,,,,11
Public Method,"org.springframework.boot.actuate.health.RedisHealthIndicatorTests.redisClusterIsUp",1,0.00,,,,,,,,25
Public Method,"org.springframework.boot.actuate.health.RedisHealthIndicatorTests.redisIsDown",1,0.00,,,,,,,,17
Public Method,"org.springframework.boot.actuate.health.RedisHealthIndicatorTests.redisIsUp",1,0.00,,,,,,,,17
Public Class,"org.springframework.boot.actuate.health.SolrHealthIndicator",,0.55,2,2,2,4,0,,,11
Public Constructor,"org.springframework.boot.actuate.health.SolrHealthIndicator.SolrHealthIndicator",1,0.00,,,,,,,,3
Protected Method,"org.springframework.boot.actuate.health.SolrHealthIndicator.doHealthCheck",1,0.00,,,,,,,,5
Public Class,"org.springframework.boot.actuate.health.SolrHealthIndicatorTests",,0.12,1,4,4,17,50,,,43
Public Method,"org.springframework.boot.actuate.health.SolrHealthIndicatorTests.close",2,0.00,,,,,,,,6
Public Method,"org.springframework.boot.actuate.health.SolrHealthIndicatorTests.indicatorExists",1,0.00,,,,,,,,11
Public Method,"org.springframework.boot.actuate.health.SolrHealthIndicatorTests.solrIsDown",1,0.00,,,,,,,,10
Public Method,"org.springframework.boot.actuate.health.SolrHealthIndicatorTests.solrIsUp",1,0.00,,,,,,,,13
Public Final Class,"org.springframework.boot.actuate.health.Status",,0.98,1,7,7,7,50,,,44
Public Constructor,"org.springframework.boot.actuate.health.Status.Status",1,1.33,,,,,,,,3
Public Constructor,"org.springframework.boot.actuate.health.Status.Status",1,0.83,,,,,,,,6
Public Method,"org.springframework.boot.actuate.health.Status.equals",3,0.00,,,,,,,,10
Public Method,"org.springframework.boot.actuate.health.Status.getCode",1,1.00,,,,,,,,4
Public Method,"org.springframework.boot.actuate.health.Status.getDescription",1,1.00,,,,,,,,4
Public Method,"org.springframework.boot.actuate.health.Status.hashCode",1,0.00,,,,,,,,4
Public Method,"org.springframework.boot.actuate.health.Status.toString",1,0.00,,,,,,,,4
Package,"org.springframework.boot.actuate.hypermedia",,0.20,,25,27,,,8,5,402
Public Class,"org.springframework.boot.actuate.hypermedia.EndpointDocumentation",,0.00,1,9,10,35,67,,,153
Public Static Class,"org.springframework.boot.actuate.hypermedia.EndpointDocumentation.EndpointDoc",,0.00,1,4,4,2,50,,,22
Public Constructor,"org.springframework.boot.actuate.hypermedia.EndpointDocumentation.EndpointDoc.EndpointDoc",3,0.00,,,,,,,,8
Public Method,"org.springframework.boot.actuate.hypermedia.EndpointDocumentation.EndpointDoc.getCustom",1,0.00,,,,,,,,3
Public Method,"org.springframework.boot.actuate.hypermedia.EndpointDocumentation.EndpointDoc.getPath",1,0.00,,,,,,,,3
Public Method,"org.springframework.boot.actuate.hypermedia.EndpointDocumentation.EndpointDoc.getTitle",1,0.00,,,,,,,,3
Public Method,"org.springframework.boot.actuate.hypermedia.EndpointDocumentation.auditEvents",1,0.00,,,,,,,,7
Public Method,"org.springframework.boot.actuate.hypermedia.EndpointDocumentation.auditEventsByPrincipal",1,0.00,,,,,,,,9
Public Method,"org.springframework.boot.actuate.hypermedia.EndpointDocumentation.auditEventsByPrincipalAndType",1,0.00,,,,,,,,10
Public Static Method,"org.springframework.boot.actuate.hypermedia.EndpointDocumentation.clearLog",1,0.00,,,,,,,,4
Public Method,"org.springframework.boot.actuate.hypermedia.EndpointDocumentation.endpoints",5,0.00,,,,,,,,38
Anonymous Class,"org.springframework.boot.actuate.hypermedia.EndpointDocumentation.endpoints.(Anon_1)",,0.00,2,1,1,5,0,,,7
Public Method,"org.springframework.boot.actuate.hypermedia.EndpointDocumentation.endpoints.(Anon_1).handle",1,0.00,,,,,,,,6
Private Method,"org.springframework.boot.actuate.hypermedia.EndpointDocumentation.getEndpoints",1,0.00,,,,,,,,11
Anonymous Class,"org.springframework.boot.actuate.hypermedia.EndpointDocumentation.getEndpoints.(Anon_2)",,0.00,2,1,1,2,0,,,5
Public Method,"org.springframework.boot.actuate.hypermedia.EndpointDocumentation.getEndpoints.(Anon_2).compare",1,0.00,,,,,,,,4
Public Method,"org.springframework.boot.actuate.hypermedia.EndpointDocumentation.logfile",1,0.00,,,,,,,,5
Public Method,"org.springframework.boot.actuate.hypermedia.EndpointDocumentation.partialLogfile",1,0.00,,,,,,,,10
Public Method,"org.springframework.boot.actuate.hypermedia.EndpointDocumentation.setLogger",1,0.00,,,,,,,,8
Public Method,"org.springframework.boot.actuate.hypermedia.EndpointDocumentation.singleLogger",1,0.00,,,,,,,,7
Public Class,"org.springframework.boot.actuate.hypermedia.HealthEndpointDocumentation",,0.00,1,1,1,12,0,,,19
Public Method,"org.springframework.boot.actuate.hypermedia.HealthEndpointDocumentation.health",1,0.00,,,,,,,,7
Public Class,"org.springframework.boot.actuate.hypermedia.HypermediaEndpointDocumentation",,0.03,1,3,3,12,0,,,36
Public Method,"org.springframework.boot.actuate.hypermedia.HypermediaEndpointDocumentation.beans",1,0.00,,,,,,,,7
Public Method,"org.springframework.boot.actuate.hypermedia.HypermediaEndpointDocumentation.home",1,0.00,,,,,,,,7
Public Method,"org.springframework.boot.actuate.hypermedia.HypermediaEndpointDocumentation.metrics",1,0.10,,,,,,,,10
Public Class,"org.springframework.boot.actuate.hypermedia.LimitedEnvironmentEndpoint",,0.09,3,2,2,11,0,,,57
Protected Method,"org.springframework.boot.actuate.hypermedia.LimitedEnvironmentEndpoint.postProcessSourceProperties",4,0.00,,,,,,,,15
Public Method,"org.springframework.boot.actuate.hypermedia.LimitedEnvironmentEndpoint.sanitize",2,0.00,,,,,,,,7
Public Class,"org.springframework.boot.actuate.hypermedia.SpringBootHypermediaApplication",,0.00,1,4,5,18,80,,,29
Private Method,"org.springframework.boot.actuate.hypermedia.SpringBootHypermediaApplication.createEvent",1,0.00,,,,,,,,5
Public Method,"org.springframework.boot.actuate.hypermedia.SpringBootHypermediaApplication.environmentEndpoint",1,0.00,,,,,,,,4
Public Method,"org.springframework.boot.actuate.hypermedia.SpringBootHypermediaApplication.groovyTemplateEngine",1,0.00,,,,,,,,4
Public Static Method,"org.springframework.boot.actuate.hypermedia.SpringBootHypermediaApplication.main",1,0.00,,,,,,,,3
Public Method,"org.springframework.boot.actuate.hypermedia.SpringBootHypermediaApplication.run",1,0.00,,,,,,,,7
Package,"org.springframework.boot.actuate.info",,0.95,,48,50,,,14,12,362
Public Class,"org.springframework.boot.actuate.info.BuildInfoContributor",,0.26,2,4,4,8,0,,,23
Public Constructor,"org.springframework.boot.actuate.info.BuildInfoContributor.BuildInfoContributor",1,0.00,,,,,,,,3
Public Method,"org.springframework.boot.actuate.info.BuildInfoContributor.contribute",1,0.00,,,,,,,,4
Protected Method,"org.springframework.boot.actuate.info.BuildInfoContributor.postProcessContent",1,0.00,,,,,,,,4
Protected Method,"org.springframework.boot.actuate.info.BuildInfoContributor.toSimplePropertySource",1,0.00,,,,,,,,10
Public Class,"org.springframework.boot.actuate.info.EnvironmentInfoContributor",,0.70,1,2,2,4,0,,,10
Public Constructor,"org.springframework.boot.actuate.info.EnvironmentInfoContributor.EnvironmentInfoContributor",1,0.00,,,,,,,,3
Public Method,"org.springframework.boot.actuate.info.EnvironmentInfoContributor.contribute",1,0.00,,,,,,,,4
Public Class,"org.springframework.boot.actuate.info.EnvironmentInfoContributorTests",,0.20,1,2,3,7,33,,,25
Private Static Method,"org.springframework.boot.actuate.info.EnvironmentInfoContributorTests.contributeFrom",1,0.00,,,,,,,,7
Public Method,"org.springframework.boot.actuate.info.EnvironmentInfoContributorTests.extractNoEntry",1,0.00,,,,,,,,6
Public Method,"org.springframework.boot.actuate.info.EnvironmentInfoContributorTests.extractOnlyInfoProperty",1,0.00,,,,,,,,9
Public Class,"org.springframework.boot.actuate.info.GitInfoContributor",,0.37,2,5,5,10,0,,,30
Public Constructor,"org.springframework.boot.actuate.info.GitInfoContributor.GitInfoContributor",1,0.00,,,,,,,,3
Public Constructor,"org.springframework.boot.actuate.info.GitInfoContributor.GitInfoContributor",1,0.00,,,,,,,,3
Public Method,"org.springframework.boot.actuate.info.GitInfoContributor.contribute",1,0.00,,,,,,,,4
Protected Method,"org.springframework.boot.actuate.info.GitInfoContributor.postProcessContent",1,0.71,,,,,,,,7
Protected Method,"org.springframework.boot.actuate.info.GitInfoContributor.toSimplePropertySource",2,0.00,,,,,,,,11
Public Class,"org.springframework.boot.actuate.info.GitInfoContributorTests",,0.17,1,2,2,9,0,,,30
Public Method,"org.springframework.boot.actuate.info.GitInfoContributorTests.coerceDate",1,0.00,,,,,,,,15
Public Method,"org.springframework.boot.actuate.info.GitInfoContributorTests.shortenCommitId",1,0.00,,,,,,,,13
Public Final Class,"org.springframework.boot.actuate.info.Info",,0.54,1,7,7,11,29,,,61
Public Static Class,"org.springframework.boot.actuate.info.Info.Builder",,1.12,1,4,4,4,25,,,17
Public Constructor,"org.springframework.boot.actuate.info.Info.Builder.Builder",1,0.00,,,,,,,,3
Public Method,"org.springframework.boot.actuate.info.Info.Builder.build",1,1.33,,,,,,,,3
Public Method,"org.springframework.boot.actuate.info.Info.Builder.withDetail",1,1.50,,,,,,,,4
Public Method,"org.springframework.boot.actuate.info.Info.Builder.withDetails",1,1.50,,,,,,,,4
Private Constructor,"org.springframework.boot.actuate.info.Info.Info",1,0.00,,,,,,,,5
Public Method,"org.springframework.boot.actuate.info.Info.equals",3,0.00,,,,,,,,11
Public Method,"org.springframework.boot.actuate.info.Info.get",1,0.00,,,,,,,,3
Public Generic Method,"org.springframework.boot.actuate.info.Info.get",2,0.00,,,,,,,,9
Generic Parameter,"org.springframework.boot.actuate.info.Info.get.T",,,1,0,0,0,0,,,
Public Method,"org.springframework.boot.actuate.info.Info.getDetails",1,1.00,,,,,,,,4
Public Method,"org.springframework.boot.actuate.info.Info.hashCode",1,0.00,,,,,,,,4
Public Method,"org.springframework.boot.actuate.info.Info.toString",1,0.00,,,,,,,,4
Public Interface,"org.springframework.boot.actuate.info.InfoContributor",,1.33,0,1,1,1,0,,,3
Abstract Method,"org.springframework.boot.actuate.info.InfoContributor.contribute",0,4.00,,,,,,,,1
Public Abstract Generic Class,"org.springframework.boot.actuate.info.InfoPropertiesInfoContributor",,1.20,1,11,11,10,65,,,55
Protected Constructor,"org.springframework.boot.actuate.info.InfoPropertiesInfoContributor.InfoPropertiesInfoContributor",1,0.00,,,,,,,,4
Public Enum Type,"org.springframework.boot.actuate.info.InfoPropertiesInfoContributor.Mode",,2.25,1,2,2,1,,,,4
Public Implicit Method,"org.springframework.boot.actuate.info.InfoPropertiesInfoContributor.Mode.valueOf",,0.00,,,,,,,,
Public Implicit Method,"org.springframework.boot.actuate.info.InfoPropertiesInfoContributor.Mode.values",,0.00,,,,,,,,
Generic Parameter,"org.springframework.boot.actuate.info.InfoPropertiesInfoContributor.T",,,0,0,0,1,0,,,
Protected Method,"org.springframework.boot.actuate.info.InfoPropertiesInfoContributor.copyIfSet",2,0.83,,,,,,,,6
Protected Method,"org.springframework.boot.actuate.info.InfoPropertiesInfoContributor.extractContent",1,1.67,,,,,,,,3
Protected Method,"org.springframework.boot.actuate.info.InfoPropertiesInfoContributor.generateContent",1,1.20,,,,,,,,5
Protected Final Method,"org.springframework.boot.actuate.info.InfoPropertiesInfoContributor.getMode",1,1.33,,,,,,,,3
Protected Method,"org.springframework.boot.actuate.info.InfoPropertiesInfoContributor.getNestedMap",2,0.88,,,,,,,,8
Protected Final Method,"org.springframework.boot.actuate.info.InfoPropertiesInfoContributor.getProperties",1,1.33,,,,,,,,3
Protected Method,"org.springframework.boot.actuate.info.InfoPropertiesInfoContributor.postProcessContent",1,2.00,,,,,,,,2
Protected Method,"org.springframework.boot.actuate.info.InfoPropertiesInfoContributor.replaceValue",2,1.20,,,,,,,,5
Protected Method,"org.springframework.boot.actuate.info.InfoPropertiesInfoContributor.toPropertySource",2,0.67,,,,,,,,6
Protected Abstract Method,"org.springframework.boot.actuate.info.InfoPropertiesInfoContributor.toSimplePropertySource",0,5.00,,,,,,,,1
Public Class,"org.springframework.boot.actuate.info.InfoTests",,0.28,1,2,2,5,50,,,18
Public Method,"org.springframework.boot.actuate.info.InfoTests.infoIsImmutable",1,0.00,,,,,,,,6
Public Method,"org.springframework.boot.actuate.info.InfoTests.infoTakesCopyOfMap",1,0.00,,,,,,,,8
Public Class,"org.springframework.boot.actuate.info.MapInfoContributor",,0.60,1,2,2,5,0,,,10
Public Constructor,"org.springframework.boot.actuate.info.MapInfoContributor.MapInfoContributor",1,0.00,,,,,,,,3
Public Method,"org.springframework.boot.actuate.info.MapInfoContributor.contribute",1,0.00,,,,,,,,4
Public Class,"org.springframework.boot.actuate.info.SimpleInfoContributor",,0.40,1,2,2,4,0,,,15
Public Constructor,"org.springframework.boot.actuate.info.SimpleInfoContributor.SimpleInfoContributor",1,0.00,,,,,,,,5
Public Method,"org.springframework.boot.actuate.info.SimpleInfoContributor.contribute",2,0.00,,,,,,,,6
Public Class,"org.springframework.boot.actuate.info.SimpleInfoContributorTests",,0.24,1,2,3,7,67,,,21
Private Static Method,"org.springframework.boot.actuate.info.SimpleInfoContributorTests.contributeFrom",1,0.00,,,,,,,,6
Public Method,"org.springframework.boot.actuate.info.SimpleInfoContributorTests.mapSimpleObject",1,0.00,,,,,,,,6
Public Method,"org.springframework.boot.actuate.info.SimpleInfoContributorTests.prefixIsMandatory",1,0.00,,,,,,,,5
Package,"org.springframework.boot.actuate.metrics",,1.65,,14,15,,,4,5,92
Public Interface,"org.springframework.boot.actuate.metrics.CounterService",,2.40,0,3,3,1,0,,,5
Abstract Method,"org.springframework.boot.actuate.metrics.CounterService.decrement",0,4.00,,,,,,,,1
Abstract Method,"org.springframework.boot.actuate.metrics.CounterService.increment",0,4.00,,,,,,,,1
Abstract Method,"org.springframework.boot.actuate.metrics.CounterService.reset",0,4.00,,,,,,,,1
Public Interface,"org.springframework.boot.actuate.metrics.GaugeService",,1.67,0,1,1,1,0,,,3
Abstract Method,"org.springframework.boot.actuate.metrics.GaugeService.submit",0,5.00,,,,,,,,1
Public Abstract Class,"org.springframework.boot.actuate.metrics.Iterables",,0.25,1,0,1,3,0,,,12
Public Static Generic Method,"org.springframework.boot.actuate.metrics.Iterables.collection",3,0.00,,,,,,,,10
Generic Parameter,"org.springframework.boot.actuate.metrics.Iterables.collection.T",,,1,0,0,0,0,,,
Public Generic Class,"org.springframework.boot.actuate.metrics.Metric",,0.61,1,10,10,6,50,,,62
Public Constructor,"org.springframework.boot.actuate.metrics.Metric.Metric",1,1.67,,,,,,,,3
Public Constructor,"org.springframework.boot.actuate.metrics.Metric.Metric",1,1.00,,,,,,,,6
Generic Parameter,"org.springframework.boot.actuate.metrics.Metric.T",,,0,0,0,1,0,,,
Public Method,"org.springframework.boot.actuate.metrics.Metric.equals",4,0.00,,,,,,,,18
Public Method,"org.springframework.boot.actuate.metrics.Metric.getName",1,1.33,,,,,,,,3
Public Method,"org.springframework.boot.actuate.metrics.Metric.getTimestamp",1,0.00,,,,,,,,3
Public Method,"org.springframework.boot.actuate.metrics.Metric.getValue",1,1.33,,,,,,,,3
Public Method,"org.springframework.boot.actuate.metrics.Metric.hashCode",1,0.00,,,,,,,,9
Public Method,"org.springframework.boot.actuate.metrics.Metric.increment",1,1.25,,,,,,,,4
Public Generic Method,"org.springframework.boot.actuate.metrics.Metric.set",1,2.00,,,,,,,,3
Generic Parameter,"org.springframework.boot.actuate.metrics.Metric.set.S",,,0,0,0,1,0,,,
Public Method,"org.springframework.boot.actuate.metrics.Metric.toString",1,0.00,,,,,,,,5
Package,"org.springframework.boot.actuate.metrics.aggregate",,0.39,,18,18,,,2,2,170
Public Class,"org.springframework.boot.actuate.metrics.aggregate.AggregateMetricReader",,0.36,1,8,8,10,63,,,88
Public Constructor,"org.springframework.boot.actuate.metrics.aggregate.AggregateMetricReader.AggregateMetricReader",1,0.00,,,,,,,,3
Public Method,"org.springframework.boot.actuate.metrics.aggregate.AggregateMetricReader.count",3,0.00,,,,,,,,11
Public Method,"org.springframework.boot.actuate.metrics.aggregate.AggregateMetricReader.findAll",3,0.00,,,,,,,,11
Public Method,"org.springframework.boot.actuate.metrics.aggregate.AggregateMetricReader.findOne",4,0.00,,,,,,,,15
Private Method,"org.springframework.boot.actuate.metrics.aggregate.AggregateMetricReader.getSourceKey",6,0.00,,,,,,,,16
Public Method,"org.springframework.boot.actuate.metrics.aggregate.AggregateMetricReader.setKeyPattern",1,4.67,,,,,,,,3
Public Method,"org.springframework.boot.actuate.metrics.aggregate.AggregateMetricReader.setPrefix",2,0.83,,,,,,,,6
Private Method,"org.springframework.boot.actuate.metrics.aggregate.AggregateMetricReader.update",4,0.11,,,,,,,,18
Public Class,"org.springframework.boot.actuate.metrics.aggregate.AggregateMetricReaderTests",,0.07,1,10,10,8,0,,,68
Public Method,"org.springframework.boot.actuate.metrics.aggregate.AggregateMetricReaderTests.addKeyPattern",1,0.00,,,,,,,,6
Public Method,"org.springframework.boot.actuate.metrics.aggregate.AggregateMetricReaderTests.addPrefix",1,0.00,,,,,,,,9
Public Method,"org.springframework.boot.actuate.metrics.aggregate.AggregateMetricReaderTests.countGauges",1,0.00,,,,,,,,6
Public Method,"org.springframework.boot.actuate.metrics.aggregate.AggregateMetricReaderTests.countGaugesAndCounters",1,0.00,,,,,,,,8
Public Method,"org.springframework.boot.actuate.metrics.aggregate.AggregateMetricReaderTests.defaultKeyPattern",1,0.00,,,,,,,,6
Public Method,"org.springframework.boot.actuate.metrics.aggregate.AggregateMetricReaderTests.incrementCounter",1,0.00,,,,,,,,7
Public Method,"org.springframework.boot.actuate.metrics.aggregate.AggregateMetricReaderTests.onlyPrefixed",1,0.00,,,,,,,,5
Public Method,"org.springframework.boot.actuate.metrics.aggregate.AggregateMetricReaderTests.writeAndReadDefaults",1,0.00,,,,,,,,5
Public Method,"org.springframework.boot.actuate.metrics.aggregate.AggregateMetricReaderTests.writeAndReadExtraLong",1,0.00,,,,,,,,6
Public Method,"org.springframework.boot.actuate.metrics.aggregate.AggregateMetricReaderTests.writeAndReadLatestValue",1,0.00,,,,,,,,6
Package,"org.springframework.boot.actuate.metrics.buffer",,0.45,,80,88,,,44,18,860
Abstract Generic Class,"org.springframework.boot.actuate.metrics.buffer.Buffer",,0.85,1,4,4,0,0,,,13
Constructor,"org.springframework.boot.actuate.metrics.buffer.Buffer.Buffer",1,0.00,,,,,,,,3
Generic Parameter,"org.springframework.boot.actuate.metrics.buffer.Buffer.T",,,0,0,0,1,0,,,
Public Method,"org.springframework.boot.actuate.metrics.buffer.Buffer.getTimestamp",1,0.00,,,,,,,,3
Public Abstract Method,"org.springframework.boot.actuate.metrics.buffer.Buffer.getValue",0,4.00,,,,,,,,1
Public Method,"org.springframework.boot.actuate.metrics.buffer.Buffer.setTimestamp",1,0.00,,,,,,,,3
Public Class,"org.springframework.boot.actuate.metrics.buffer.BufferCounterService",,0.31,1,5,5,5,50,,,32
Public Constructor,"org.springframework.boot.actuate.metrics.buffer.BufferCounterService.BufferCounterService",1,1.33,,,,,,,,3
Public Method,"org.springframework.boot.actuate.metrics.buffer.BufferCounterService.decrement",1,0.00,,,,,,,,4
Public Method,"org.springframework.boot.actuate.metrics.buffer.BufferCounterService.increment",1,0.00,,,,,,,,4
Public Method,"org.springframework.boot.actuate.metrics.buffer.BufferCounterService.reset",1,0.00,,,,,,,,4
Private Method,"org.springframework.boot.actuate.metrics.buffer.BufferCounterService.wrap",3,0.00,,,,,,,,12
Public Class,"org.springframework.boot.actuate.metrics.buffer.BufferGaugeService",,0.40,1,3,3,5,50,,,25
Public Constructor,"org.springframework.boot.actuate.metrics.buffer.BufferGaugeService.BufferGaugeService",1,1.33,,,,,,,,3
Public Method,"org.springframework.boot.actuate.metrics.buffer.BufferGaugeService.submit",1,0.00,,,,,,,,4
Private Method,"org.springframework.boot.actuate.metrics.buffer.BufferGaugeService.wrap",3,0.00,,,,,,,,13
Public Class,"org.springframework.boot.actuate.metrics.buffer.BufferGaugeServiceSpeedTests",,0.05,1,3,5,28,70,,,101
Private Method,"org.springframework.boot.actuate.metrics.buffer.BufferGaugeServiceSpeedTests.iterate",3,0.00,,,,,,,,21
Anonymous Class,"org.springframework.boot.actuate.metrics.buffer.BufferGaugeServiceSpeedTests.iterate.(Anon_5)",,0.00,2,1,1,4,0,,,8
Public Method,"org.springframework.boot.actuate.metrics.buffer.BufferGaugeServiceSpeedTests.iterate.(Anon_5).run",2,0.00,,,,,,,,7
Public Static Method,"org.springframework.boot.actuate.metrics.buffer.BufferGaugeServiceSpeedTests.prime",2,0.00,,,,,,,,8
Public Method,"org.springframework.boot.actuate.metrics.buffer.BufferGaugeServiceSpeedTests.raw",2,0.00,,,,,,,,27
Anonymous Class,"org.springframework.boot.actuate.metrics.buffer.BufferGaugeServiceSpeedTests.raw.(Anon_1)",,0.00,2,1,1,4,0,,,5
Public Method,"org.springframework.boot.actuate.metrics.buffer.BufferGaugeServiceSpeedTests.raw.(Anon_1).accept",1,0.00,,,,,,,,4
Anonymous Class,"org.springframework.boot.actuate.metrics.buffer.BufferGaugeServiceSpeedTests.raw.(Anon_2)",,0.00,2,1,1,4,0,,,5
Public Method,"org.springframework.boot.actuate.metrics.buffer.BufferGaugeServiceSpeedTests.raw.(Anon_2).accept",1,0.00,,,,,,,,4
Public Method,"org.springframework.boot.actuate.metrics.buffer.BufferGaugeServiceSpeedTests.reader",1,0.00,,,,,,,,23
Anonymous Class,"org.springframework.boot.actuate.metrics.buffer.BufferGaugeServiceSpeedTests.reader.(Anon_3)",,0.00,2,1,1,3,0,,,5
Public Method,"org.springframework.boot.actuate.metrics.buffer.BufferGaugeServiceSpeedTests.reader.(Anon_3).accept",1,0.00,,,,,,,,4
Anonymous Class,"org.springframework.boot.actuate.metrics.buffer.BufferGaugeServiceSpeedTests.reader.(Anon_4)",,0.00,2,1,1,3,0,,,5
Public Method,"org.springframework.boot.actuate.metrics.buffer.BufferGaugeServiceSpeedTests.reader.(Anon_4).accept",1,0.00,,,,,,,,4
Public Static Method,"org.springframework.boot.actuate.metrics.buffer.BufferGaugeServiceSpeedTests.washup",1,0.00,,,,,,,,4
Public Class,"org.springframework.boot.actuate.metrics.buffer.BufferMetricReader",,0.14,1,8,8,14,50,,,49
Public Constructor,"org.springframework.boot.actuate.metrics.buffer.BufferMetricReader.BufferMetricReader",1,0.00,,,,,,,,4
Private Generic Method,"org.springframework.boot.actuate.metrics.buffer.BufferMetricReader.asMetric",1,0.00,,,,,,,,3
Generic Parameter,"org.springframework.boot.actuate.metrics.buffer.BufferMetricReader.asMetric.T",,,0,0,0,1,0,,,
Private Generic Method,"org.springframework.boot.actuate.metrics.buffer.BufferMetricReader.collectMetrics",1,0.00,,,,,,,,10
Anonymous Class,"org.springframework.boot.actuate.metrics.buffer.BufferMetricReader.collectMetrics.(Anon_1)",,0.00,2,1,1,3,0,,,5
Public Method,"org.springframework.boot.actuate.metrics.buffer.BufferMetricReader.collectMetrics.(Anon_1).accept",1,0.00,,,,,,,,4
Generic Parameter,"org.springframework.boot.actuate.metrics.buffer.BufferMetricReader.collectMetrics.B",,,0,0,0,1,0,,,
